year,age,education,jobclass,health,health_ins,wage
2004,54,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,127.11574381218446
2007,56,5. Advanced Degree,2. Information,2. >=Very Good,2. No,154.07299720631528
2007,61,2. HS Grad,1. Industrial,1. <=Good,1. Yes,109.83398564219921
2009,32,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,138.29912692088266
2007,60,4. College Grad,2. Information,2. >=Very Good,2. No,164.64698893032815
2006,42,3. Some College,1. Industrial,2. >=Very Good,1. Yes,138.29912692088266
2003,22,3. Some College,2. Information,2. >=Very Good,2. No,44.97829202725161
2003,46,3. Some College,1. Industrial,2. >=Very Good,1. Yes,106.72397762529879
2005,53,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,114.47571329034717
2008,43,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,73.77574327469462
2009,32,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,75.35567931800914
2009,30,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,141.7751723331802
2009,50,5. Advanced Degree,2. Information,1. <=Good,1. Yes,109.83398564219921
2006,40,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,277.7994802056496
2009,55,1. < HS Grad,2. Information,2. >=Very Good,2. No,79.85490030934672
2004,42,4. College Grad,2. Information,2. >=Very Good,1. Yes,166.3249412338765
2004,35,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,75.35567931800914
2004,33,4. College Grad,2. Information,2. >=Very Good,1. Yes,100.08674231794797
2004,33,3. Some College,2. Information,1. <=Good,1. Yes,102.87024693321467
2003,38,2. HS Grad,2. Information,2. >=Very Good,1. Yes,118.71209405372493
2009,41,2. HS Grad,2. Information,2. >=Very Good,1. Yes,117.14681691480487
2009,42,5. Advanced Degree,2. Information,2. >=Very Good,2. No,123.50001777458412
2009,58,4. College Grad,2. Information,2. >=Very Good,1. Yes,148.4131591025766
2009,45,2. HS Grad,1. Industrial,1. <=Good,2. No,76.89360251761123
2009,47,2. HS Grad,2. Information,2. >=Very Good,1. Yes,109.83398564219921
2005,30,2. HS Grad,2. Information,2. >=Very Good,1. Yes,105.92781077506274
2009,34,4. College Grad,2. Information,2. >=Very Good,1. Yes,160.6424754082633
2006,43,5. Advanced Degree,2. Information,2. >=Very Good,2. No,149.69504206845264
2008,58,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,99.68946369848636
2009,44,3. Some College,1. Industrial,1. <=Good,2. No,104.9235317007091
2005,28,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,61.18752643399147
2004,46,3. Some College,2. Information,2. >=Very Good,1. Yes,105.92781077506274
2008,36,3. Some College,1. Industrial,2. >=Very Good,1. Yes,107.90392386687648
2007,37,2. HS Grad,2. Information,2. >=Very Good,1. Yes,70.81503861675567
2008,47,4. College Grad,2. Information,2. >=Very Good,1. Yes,160.6424754082633
2007,56,3. Some College,2. Information,2. >=Very Good,2. No,99.68946369848636
2009,38,3. Some College,2. Information,2. >=Very Good,1. Yes,111.7208493609888
2007,41,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,75.35567931800914
2004,62,3. Some College,2. Information,1. <=Good,1. Yes,94.07271474570051
2004,40,3. Some College,2. Information,2. >=Very Good,1. Yes,87.98103278560542
2004,44,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,123.08969984794346
2007,56,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,99.68946369848636
2008,51,3. Some College,1. Industrial,2. >=Very Good,2. No,76.89360251761123
2005,41,3. Some College,1. Industrial,2. >=Very Good,2. No,86.69515482894022
2005,52,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,176.9896504898766
2008,27,3. Some College,2. Information,2. >=Very Good,1. Yes,100.76427284210669
2004,52,4. College Grad,1. Industrial,1. <=Good,1. Yes,114.47571329034717
2005,51,2. HS Grad,1. Industrial,1. <=Good,2. No,67.17929147541744
2009,51,2. HS Grad,1. Industrial,1. <=Good,1. Yes,79.85490030934672
2005,28,4. College Grad,2. Information,2. >=Very Good,1. Yes,90.48191335664015
2007,49,2. HS Grad,2. Information,2. >=Very Good,2. No,57.97094217727305
2007,61,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,114.47571329034717
2006,39,2. HS Grad,2. Information,1. <=Good,1. Yes,99.68946369848636
2005,23,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,89.49247951800011
2007,53,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,151.80509628908294
2004,55,3. Some College,2. Information,2. >=Very Good,1. Yes,87.98103278560542
2005,48,2. HS Grad,2. Information,2. >=Very Good,1. Yes,87.98103278560542
2007,50,4. College Grad,2. Information,2. >=Very Good,1. Yes,104.92150653366392
2009,31,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,65.1108537153447
2007,53,2. HS Grad,1. Industrial,1. <=Good,1. Yes,128.68048822062414
2008,49,4. College Grad,1. Industrial,2. >=Very Good,2. No,154.68529299563002
2003,49,4. College Grad,1. Industrial,2. >=Very Good,2. No,130.98217737746066
2004,43,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,120.58943653040211
2007,20,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,81.28325328425272
2008,46,2. HS Grad,2. Information,2. >=Very Good,1. Yes,110.17293028782197
2005,48,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,152.21680682710604
2005,19,2. HS Grad,1. Industrial,2. >=Very Good,2. No,70.47601964694451
2004,56,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,85.38394037898266
2003,44,3. Some College,1. Industrial,2. >=Very Good,2. No,101.82435207567953
2009,23,2. HS Grad,1. Industrial,2. >=Very Good,2. No,85.38394037898266
2005,42,4. College Grad,2. Information,1. <=Good,1. Yes,101.82435207567953
2008,32,5. Advanced Degree,1. Industrial,2. >=Very Good,2. No,118.88435933988579
2003,32,2. HS Grad,1. Industrial,2. >=Very Good,2. No,73.77574327469462
2003,43,2. HS Grad,1. Industrial,2. >=Very Good,2. No,73.77574327469462
2008,57,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,138.6109940326446
2008,26,3. Some College,2. Information,1. <=Good,1. Yes,109.83398564219921
2009,67,3. Some College,2. Information,1. <=Good,1. Yes,151.59148423981398
2004,31,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,176.9896504898766
2006,49,3. Some College,2. Information,2. >=Very Good,1. Yes,103.90247060316008
2005,29,4. College Grad,1. Industrial,1. <=Good,1. Yes,128.68048822062414
2008,41,3. Some College,1. Industrial,1. <=Good,2. No,108.87452583471249
2006,35,2. HS Grad,2. Information,1. <=Good,1. Yes,87.98103278560542
2009,39,2. HS Grad,1. Industrial,2. >=Very Good,2. No,95.23071256698191
2004,33,3. Some College,2. Information,2. >=Very Good,1. Yes,98.59934386038917
2009,53,4. College Grad,2. Information,2. >=Very Good,1. Yes,141.7751723331802
2009,43,4. College Grad,2. Information,2. >=Very Good,1. Yes,123.08969984794346
2004,36,4. College Grad,2. Information,1. <=Good,1. Yes,94.65402038197014
2004,38,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,148.4131591025766
2003,58,2. HS Grad,1. Industrial,2. >=Very Good,2. No,104.92150653366392
2004,45,4. College Grad,2. Information,2. >=Very Good,1. Yes,123.08969984794346
2005,34,2. HS Grad,1. Industrial,2. >=Very Good,2. No,94.59609910386526
2007,30,4. College Grad,2. Information,2. >=Very Good,2. No,127.11574381218446
2008,21,2. HS Grad,1. Industrial,1. <=Good,2. No,29.376976100603706
2003,39,4. College Grad,2. Information,2. >=Very Good,1. Yes,129.4536445766255
2006,28,3. Some College,1. Industrial,2. >=Very Good,1. Yes,109.83398564219921
2008,54,2. HS Grad,1. Industrial,1. <=Good,1. Yes,99.68946369848636
2007,24,3. Some College,1. Industrial,1. <=Good,1. Yes,90.48191335664015
2005,57,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,70.81503861675567
2003,48,2. HS Grad,2. Information,2. >=Very Good,2. No,95.23071256698191
2004,31,3. Some College,2. Information,2. >=Very Good,1. Yes,109.83398564219921
2006,47,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,182.0206209635125
2004,44,4. College Grad,2. Information,2. >=Very Good,2. No,160.6424754082633
2004,30,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,70.47601964694451
2003,41,4. College Grad,2. Information,1. <=Good,1. Yes,130.98217737746066
2008,26,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,105.92781077506274
2009,32,3. Some College,1. Industrial,2. >=Very Good,1. Yes,109.83398564219921
2009,39,2. HS Grad,2. Information,1. <=Good,1. Yes,97.47100609558939
2004,42,3. Some College,2. Information,1. <=Good,1. Yes,111.7208493609888
2005,24,4. College Grad,2. Information,2. >=Very Good,1. Yes,172.21726552180937
2006,44,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,129.4536445766255
2006,30,4. College Grad,2. Information,2. >=Very Good,1. Yes,127.11574381218446
2006,58,4. College Grad,2. Information,2. >=Very Good,1. Yes,134.70537511887878
2008,33,2. HS Grad,2. Information,2. >=Very Good,1. Yes,94.07271474570051
2008,56,2. HS Grad,1. Industrial,1. <=Good,2. No,94.07271474570051
2005,28,3. Some College,1. Industrial,2. >=Very Good,1. Yes,96.93409045701154
2008,41,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,276.778413321176
2009,22,3. Some College,1. Industrial,2. >=Very Good,2. No,32.36641317485487
2004,37,3. Some College,1. Industrial,1. <=Good,1. Yes,84.450253670189
2006,18,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,65.1108537153447
2004,37,4. College Grad,2. Information,2. >=Very Good,2. No,84.71838970304776
2007,43,4. College Grad,1. Industrial,1. <=Good,1. Yes,167.706575552614
2008,49,2. HS Grad,2. Information,2. >=Very Good,1. Yes,94.07271474570051
2005,36,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,134.70537511887878
2007,47,5. Advanced Degree,1. Industrial,2. >=Very Good,2. No,81.28325328425272
2003,52,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,134.70537511887878
2009,34,3. Some College,1. Industrial,2. >=Very Good,2. No,114.47571329034717
2004,62,4. College Grad,2. Information,2. >=Very Good,1. Yes,130.98217737746066
2007,44,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,104.92150653366392
2005,48,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,152.21680682710604
2007,51,2. HS Grad,2. Information,2. >=Very Good,1. Yes,124.72044624288552
2009,35,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,148.4131591025766
2003,42,2. HS Grad,1. Industrial,2. >=Very Good,2. No,89.2428846644714
2005,34,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,82.6796372966372
2003,50,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,94.07271474570051
2006,50,4. College Grad,2. Information,1. <=Good,1. Yes,153.45751530896138
2004,55,4. College Grad,2. Information,1. <=Good,2. No,46.76326879771867
2009,56,2. HS Grad,1. Industrial,1. <=Good,1. Yes,129.4536445766255
2005,50,2. HS Grad,2. Information,2. >=Very Good,1. Yes,130.98217737746066
2009,44,4. College Grad,2. Information,2. >=Very Good,2. No,94.07271474570051
2005,30,4. College Grad,2. Information,2. >=Very Good,1. Yes,99.68946369848636
2005,34,4. College Grad,2. Information,2. >=Very Good,1. Yes,128.68048822062414
2007,50,2. HS Grad,2. Information,2. >=Very Good,1. Yes,73.77574327469462
2004,51,4. College Grad,2. Information,1. <=Good,2. No,110.7826502762544
2003,53,3. Some College,2. Information,2. >=Very Good,2. No,99.68946369848636
2004,40,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,91.69922611170422
2006,34,2. HS Grad,2. Information,2. >=Very Good,1. Yes,82.6796372966372
2006,36,3. Some College,1. Industrial,2. >=Very Good,1. Yes,118.88435933988579
2005,44,3. Some College,2. Information,1. <=Good,1. Yes,148.4131591025766
2008,54,2. HS Grad,1. Industrial,2. >=Very Good,2. No,95.23071256698191
2008,36,4. College Grad,1. Industrial,2. >=Very Good,2. No,163.51586397623814
2006,62,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,279.50178196373736
2008,33,5. Advanced Degree,2. Information,2. >=Very Good,2. No,114.47571329034717
2004,44,2. HS Grad,1. Industrial,2. >=Very Good,2. No,102.87024693321467
2005,80,2. HS Grad,2. Information,2. >=Very Good,2. No,87.98103278560542
2005,45,2. HS Grad,2. Information,2. >=Very Good,2. No,87.98103278560542
2008,58,4. College Grad,2. Information,2. >=Very Good,1. Yes,70.47601964694451
2004,51,3. Some College,1. Industrial,2. >=Very Good,2. No,101.82435207567953
2005,60,3. Some College,2. Information,2. >=Very Good,1. Yes,277.6014175110086
2007,33,1. < HS Grad,1. Industrial,1. <=Good,2. No,87.98103278560542
2006,28,3. Some College,2. Information,2. >=Very Good,1. Yes,104.92150653366392
2004,37,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,127.11574381218446
2006,56,3. Some College,2. Information,2. >=Very Good,1. Yes,99.68946369848636
2009,59,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,171.7651326275075
2004,56,2. HS Grad,2. Information,2. >=Very Good,1. Yes,75.04315401735154
2003,34,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,72.15045568157132
2004,37,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,34.6074177301288
2009,36,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,94.07271474570051
2008,45,4. College Grad,2. Information,2. >=Very Good,1. Yes,176.9896504898766
2006,36,5. Advanced Degree,2. Information,2. >=Very Good,2. No,140.39820016194417
2008,23,3. Some College,2. Information,2. >=Very Good,2. No,27.14057920790244
2003,56,2. HS Grad,2. Information,1. <=Good,1. Yes,127.11574381218446
2005,33,3. Some College,1. Industrial,2. >=Very Good,2. No,114.47571329034717
2009,48,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,127.11574381218446
2008,28,2. HS Grad,1. Industrial,2. >=Very Good,2. No,82.6796372966372
2008,37,3. Some College,1. Industrial,1. <=Good,1. Yes,101.82435207567953
2006,56,2. HS Grad,2. Information,1. <=Good,2. No,86.69515482894022
2005,22,3. Some College,1. Industrial,2. >=Very Good,2. No,63.18886100374613
2007,60,2. HS Grad,1. Industrial,1. <=Good,2. No,114.92652178146263
2009,30,4. College Grad,1. Industrial,2. >=Very Good,2. No,81.28325328425272
2003,50,2. HS Grad,1. Industrial,1. <=Good,1. Yes,101.82435207567953
2003,38,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,101.82435207567953
2009,55,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,103.18132695872653
2006,26,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,113.56708956975103
2006,39,3. Some College,2. Information,2. >=Very Good,1. Yes,148.4131591025766
2003,42,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,148.4131591025766
2007,71,4. College Grad,2. Information,1. <=Good,1. Yes,105.69144753052996
2008,33,3. Some College,2. Information,2. >=Very Good,1. Yes,128.68048822062414
2004,49,2. HS Grad,1. Industrial,2. >=Very Good,2. No,51.751440370942596
2005,45,3. Some College,1. Industrial,1. <=Good,2. No,81.28325328425272
2004,41,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,158.2946214277908
2005,59,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,54.12120539516501
2004,33,4. College Grad,2. Information,2. >=Very Good,1. Yes,127.11574381218446
2009,47,1. < HS Grad,1. Industrial,1. <=Good,2. No,71.68674366591722
2006,34,3. Some College,2. Information,2. >=Very Good,1. Yes,145.14360117691106
2007,23,3. Some College,2. Information,2. >=Very Good,2. No,94.07271474570051
2009,32,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,127.90123297911782
2009,30,4. College Grad,2. Information,2. >=Very Good,1. Yes,102.87024693321467
2006,54,2. HS Grad,2. Information,1. <=Good,2. No,89.49247951800011
2009,46,3. Some College,1. Industrial,2. >=Very Good,1. Yes,104.92150653366392
2005,52,4. College Grad,2. Information,1. <=Good,1. Yes,137.5901427665064
2008,50,2. HS Grad,1. Industrial,2. >=Very Good,2. No,176.9896504898766
2007,57,2. HS Grad,1. Industrial,1. <=Good,1. Yes,97.49329404539341
2005,46,3. Some College,1. Industrial,2. >=Very Good,1. Yes,100.76427284210669
2005,30,3. Some College,2. Information,1. <=Good,2. No,81.28325328425272
2006,32,3. Some College,1. Industrial,1. <=Good,2. No,56.90553914467319
2008,53,3. Some College,1. Industrial,2. >=Very Good,2. No,105.92781077506274
2005,48,4. College Grad,1. Industrial,1. <=Good,1. Yes,138.29912692088266
2003,31,3. Some College,2. Information,2. >=Very Good,1. Yes,108.87452583471249
2003,50,2. HS Grad,1. Industrial,2. >=Very Good,2. No,76.89360251761123
2004,41,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,109.83398564219921
2008,47,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,94.07271474570051
2004,37,2. HS Grad,2. Information,2. >=Very Good,1. Yes,75.35567931800914
2004,24,3. Some College,2. Information,2. >=Very Good,1. Yes,74.57116177236834
2004,53,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,81.28325328425272
2004,39,2. HS Grad,1. Industrial,1. <=Good,2. No,95.23071256698191
2007,47,3. Some College,1. Industrial,1. <=Good,1. Yes,145.14360117691106
2006,36,4. College Grad,2. Information,2. >=Very Good,1. Yes,140.39820016194417
2006,34,4. College Grad,2. Information,2. >=Very Good,1. Yes,148.4131591025766
2004,45,3. Some College,2. Information,2. >=Very Good,2. No,99.68946369848636
2003,60,1. < HS Grad,1. Industrial,1. <=Good,2. No,59.097064081589075
2006,43,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,118.88435933988579
2009,20,2. HS Grad,1. Industrial,1. <=Good,2. No,64.35102457227374
2008,27,4. College Grad,1. Industrial,1. <=Good,1. Yes,133.2323508265668
2004,35,2. HS Grad,1. Industrial,2. >=Very Good,2. No,59.097064081589075
2008,50,2. HS Grad,1. Industrial,1. <=Good,1. Yes,104.92150653366392
2009,56,2. HS Grad,1. Industrial,1. <=Good,2. No,60.15412466224406
2008,19,3. Some College,1. Industrial,1. <=Good,2. No,30.923752693387343
2006,35,4. College Grad,2. Information,2. >=Very Good,2. No,109.83398564219921
2005,23,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,65.1108537153447
2003,45,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,94.07271474570051
2004,54,1. < HS Grad,2. Information,1. <=Good,2. No,65.1108537153447
2008,43,2. HS Grad,2. Information,1. <=Good,1. Yes,87.98103278560542
2008,42,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,176.9896504898766
2005,51,4. College Grad,2. Information,2. >=Very Good,1. Yes,189.244162932803
2007,49,4. College Grad,2. Information,2. >=Very Good,1. Yes,79.85490030934672
2006,48,2. HS Grad,2. Information,2. >=Very Good,1. Yes,111.18546193022553
2005,50,4. College Grad,1. Industrial,1. <=Good,1. Yes,118.88435933988579
2006,37,4. College Grad,1. Industrial,1. <=Good,1. Yes,81.28325328425272
2005,38,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,186.87667762800666
2009,58,4. College Grad,2. Information,2. >=Very Good,2. No,154.68529299563002
2005,41,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,124.72044624288552
2006,51,4. College Grad,2. Information,2. >=Very Good,1. Yes,277.7994802056496
2006,51,3. Some College,2. Information,2. >=Very Good,2. No,99.59198881627073
2006,44,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,87.98103278560542
2003,43,4. College Grad,2. Information,1. <=Good,1. Yes,114.47571329034717
2004,34,3. Some College,1. Industrial,2. >=Very Good,2. No,145.14360117691106
2005,43,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,138.29912692088266
2004,59,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,256.40064956242526
2004,61,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,113.56708956975103
2008,40,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,118.01975334000589
2009,49,3. Some College,2. Information,2. >=Very Good,1. Yes,104.92150653366392
